"Value", "Tolerance", "Tempco", "Manufacturer", "Manufacturer P/N", "Supplier1", "Supplier Part Number 1", "ComponentLink1Description", "ComponentLink1URL", "Library Ref", "Library Path", "Footprint Ref", "Footprint Path", "Description"
"1.74", "1%", "100ppm/C", "Vishay", "CRCW06031R74FKEA", "Digi-Key", "541-1.74HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.74 ohm" 
"1.78", "1%", "100ppm/C", "Vishay", "CRCW06031R78FKEA", "Digi-Key", "541-1.78HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.78 ohm" 
"1.82", "1%", "100ppm/C", "Vishay", "CRCW06031R82FKEA", "Digi-Key", "541-1.82HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.82 ohm" 
"1.87", "1%", "100ppm/C", "Vishay", "CRCW06031R87FKEA", "Digi-Key", "541-1.87HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.87 ohm" 
"1.91", "1%", "100ppm/C", "Vishay", "CRCW06031R91FKEA", "Digi-Key", "541-1.91HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.91 ohm" 
"1.96", "1%", "100ppm/C", "Vishay", "CRCW06031R96FKEA", "Digi-Key", "541-1.96HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.96 ohm" 
"2.00", "1%", "100ppm/C", "Vishay", "CRCW06032R00FKEA", "Digi-Key", "541-2.00HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.00 ohm" 
"2.05", "1%", "100ppm/C", "Vishay", "CRCW06032R05FKEA", "Digi-Key", "541-2.05HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.05 ohm" 
"2.10", "1%", "100ppm/C", "Vishay", "CRCW06032R10FKEA", "Digi-Key", "541-2.10HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.10 ohm" 
"2.15", "1%", "100ppm/C", "Vishay", "CRCW06032R15FKEA", "Digi-Key", "541-2.15HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.15 ohm" 
"2.21", "1%", "100ppm/C", "Vishay", "CRCW06032R21FKEA", "Digi-Key", "541-2.21HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.21 ohm" 
"2.26", "1%", "100ppm/C", "Vishay", "CRCW06032R26FKEA", "Digi-Key", "541-2.26HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.26 ohm" 
"2.32", "1%", "100ppm/C", "Vishay", "CRCW06032R32FKEA", "Digi-Key", "541-2.32HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.32 ohm" 
"2.37", "1%", "100ppm/C", "Vishay", "CRCW06032R37FKEA", "Digi-Key", "541-2.37HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.37 ohm" 
"2.43", "1%", "100ppm/C", "Vishay", "CRCW06032R43FKEA", "Digi-Key", "541-2.43HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.43 ohm" 
"2.49", "1%", "100ppm/C", "Vishay", "CRCW06032R49FKEA", "Digi-Key", "541-2.49HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.49 ohm" 
"2.55", "1%", "100ppm/C", "Vishay", "CRCW06032R55FKEA", "Digi-Key", "541-2.55HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.55 ohm" 
"2.61", "1%", "100ppm/C", "Vishay", "CRCW06032R61FKEA", "Digi-Key", "541-2.61HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.61 ohm" 
"2.67", "1%", "100ppm/C", "Vishay", "CRCW06032R67FKEA", "Digi-Key", "541-2.67HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.67 ohm" 
"2.74", "1%", "100ppm/C", "Vishay", "CRCW06032R74FKEA", "Digi-Key", "541-2.74HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.74 ohm" 
"2.80", "1%", "100ppm/C", "Vishay", "CRCW06032R80FKEA", "Digi-Key", "541-2.80HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.80 ohm" 
"2.87", "1%", "100ppm/C", "Vishay", "CRCW06032R87FKEA", "Digi-Key", "541-2.87HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.87 ohm" 
"2.94", "1%", "100ppm/C", "Vishay", "CRCW06032R94FKEA", "Digi-Key", "541-2.94HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 2.94 ohm" 
"3.01", "1%", "100ppm/C", "Vishay", "CRCW06033R01FKEA", "Digi-Key", "541-3.01HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.01 ohm" 
"3.09", "1%", "100ppm/C", "Vishay", "CRCW06033R09FKEA", "Digi-Key", "541-3.09HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.09 ohm" 
"3.16", "1%", "100ppm/C", "Vishay", "CRCW06033R16FKEA", "Digi-Key", "541-3.16HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.16 ohm" 
"3.24", "1%", "100ppm/C", "Vishay", "CRCW06033R24FKEA", "Digi-Key", "541-3.24HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.24 ohm" 
"3.32", "1%", "100ppm/C", "Vishay", "CRCW06033R32FKEA", "Digi-Key", "541-3.32HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.32 ohm" 
"3.40", "1%", "100ppm/C", "Vishay", "CRCW06033R40FKEA", "Digi-Key", "541-3.40HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.40 ohm" 
"3.48", "1%", "100ppm/C", "Vishay", "CRCW06033R48FKEA", "Digi-Key", "541-3.48HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.48 ohm" 
"3.57", "1%", "100ppm/C", "Vishay", "CRCW06033R57FKEA", "Digi-Key", "541-3.57HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.57 ohm" 
"3.65", "1%", "100ppm/C", "Vishay", "CRCW06033R65FKEA", "Digi-Key", "541-3.65HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.65 ohm" 
"3.74", "1%", "100ppm/C", "Vishay", "CRCW06033R74FKEA", "Digi-Key", "541-3.74HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.74 ohm" 
"3.83", "1%", "100ppm/C", "Vishay", "CRCW06033R83FKEA", "Digi-Key", "541-3.83HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.83 ohm" 
"3.92", "1%", "100ppm/C", "Vishay", "CRCW06033R92FKEA", "Digi-Key", "541-3.92HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 3.92 ohm" 
"4.02", "1%", "100ppm/C", "Vishay", "CRCW06034R02FKEA", "Digi-Key", "541-4.02HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.02 ohm" 
"4.12", "1%", "100ppm/C", "Vishay", "CRCW06034R12FKEA", "Digi-Key", "541-4.12HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.12 ohm" 
"4.22", "1%", "100ppm/C", "Vishay", "CRCW06034R22FKEA", "Digi-Key", "541-4.22HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.22 ohm" 
"4.32", "1%", "100ppm/C", "Vishay", "CRCW06034R32FKEA", "Digi-Key", "541-4.32HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.32 ohm" 
"4.42", "1%", "100ppm/C", "Vishay", "CRCW06034R42FKEA", "Digi-Key", "541-4.42HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.42 ohm" 
"4.53", "1%", "100ppm/C", "Vishay", "CRCW06034R53FKEA", "Digi-Key", "541-4.53HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.53 ohm" 
"4.64", "1%", "100ppm/C", "Vishay", "CRCW06034R64FKEA", "Digi-Key", "541-4.64HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.64 ohm" 
"4.75", "1%", "100ppm/C", "Vishay", "CRCW06034R75FKEA", "Digi-Key", "541-4.75HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.75 ohm" 
"4.87", "1%", "100ppm/C", "Vishay", "CRCW06034R87FKEA", "Digi-Key", "541-4.87HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.87 ohm" 
"4.99", "1%", "100ppm/C", "Vishay", "CRCW06034R99FKEA", "Digi-Key", "541-4.99HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 4.99 ohm" 
"5.11", "1%", "100ppm/C", "Vishay", "CRCW06035R11FKEA", "Digi-Key", "541-5.11HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.11 ohm" 
"5.23", "1%", "100ppm/C", "Vishay", "CRCW06035R23FKEA", "Digi-Key", "541-5.23HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.23 ohm" 
"5.36", "1%", "100ppm/C", "Vishay", "CRCW06035R36FKEA", "Digi-Key", "541-5.36HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.36 ohm" 
"5.49", "1%", "100ppm/C", "Vishay", "CRCW06035R49FKEA", "Digi-Key", "541-5.49HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.49 ohm" 
"5.62", "1%", "100ppm/C", "Vishay", "CRCW06035R62FKEA", "Digi-Key", "541-5.62HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.62 ohm" 
"5.76", "1%", "100ppm/C", "Vishay", "CRCW06035R76FKEA", "Digi-Key", "541-5.76HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.76 ohm" 
"5.90", "1%", "100ppm/C", "Vishay", "CRCW06035R90FKEA", "Digi-Key", "541-5.90HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 5.90 ohm" 
"6.04", "1%", "100ppm/C", "Vishay", "CRCW06036R04FKEA", "Digi-Key", "541-6.04HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.04 ohm" 
"6.19", "1%", "100ppm/C", "Vishay", "CRCW06036R19FKEA", "Digi-Key", "541-6.19HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.19 ohm" 
"6.34", "1%", "100ppm/C", "Vishay", "CRCW06036R34FKEA", "Digi-Key", "541-6.34HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.34 ohm" 
"6.49", "1%", "100ppm/C", "Vishay", "CRCW06036R49FKEA", "Digi-Key", "541-6.49HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.49 ohm" 
"6.65", "1%", "100ppm/C", "Vishay", "CRCW06036R65FKEA", "Digi-Key", "541-6.65HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.65 ohm" 
"6.81", "1%", "100ppm/C", "Vishay", "CRCW06036R81FKEA", "Digi-Key", "541-6.81HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.81 ohm" 
"6.98", "1%", "100ppm/C", "Vishay", "CRCW06036R98FKEA", "Digi-Key", "541-6.98HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 6.98 ohm" 
"7.15", "1%", "100ppm/C", "Vishay", "CRCW06037R15FKEA", "Digi-Key", "541-7.15HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 7.15 ohm" 
"7.32", "1%", "100ppm/C", "Vishay", "CRCW06037R32FKEA", "Digi-Key", "541-7.32HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 7.32 ohm" 
"7.50", "1%", "100ppm/C", "Vishay", "CRCW06037R50FKEA", "Digi-Key", "541-7.50HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 7.50 ohm" 
"7.68", "1%", "100ppm/C", "Vishay", "CRCW06037R68FKEA", "Digi-Key", "541-7.68HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 7.68 ohm" 
"7.87", "1%", "100ppm/C", "Vishay", "CRCW06037R87FKEA", "Digi-Key", "541-7.87HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 7.87 ohm" 
"8.06", "1%", "100ppm/C", "Vishay", "CRCW06038R06FKEA", "Digi-Key", "541-8.06HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 8.06 ohm" 
"8.25", "1%", "100ppm/C", "Vishay", "CRCW06038R25FKEA", "Digi-Key", "541-8.25HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 8.25 ohm" 
"8.45", "1%", "100ppm/C", "Vishay", "CRCW06038R45FKEA", "Digi-Key", "541-8.45HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 8.45 ohm" 
"8.66", "1%", "100ppm/C", "Vishay", "CRCW06038R66FKEA", "Digi-Key", "541-8.66HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 8.66 ohm" 
"8.87", "1%", "100ppm/C", "Vishay", "CRCW06038R87FKEA", "Digi-Key", "541-8.87HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 8.87 ohm" 
"9.09", "1%", "100ppm/C", "Vishay", "CRCW06039R09FKEA", "Digi-Key", "541-9.09HCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 9.09 ohm" 
